,original_title
3971,10 to Midnight
3972,'A' gai wak
3973,Amityville 3-D
3974,Ardh Satya
3975,L'argent
3976,BMX Bandits
3977,The Being
3978,The Big Chill
3979,Blood Rage
3980,Blue Thunder
3981,Revenge of the Boogeyman
3982,Born in Flames
3983,Brainstorm
3984,La casa con la scala nel buio
3985,Christine
3986,A Christmas Story
3987,Conquest
3988,Coup de foudre
3989,Cross Creek
3990,Cujo
3991,Curtains
3992,Daffy Duck's Movie: Fantastic Island
3993,The Day After
3994,The Dead Zone
3995,Deal of the Century
3996,Death Screams
3997,Le dernier combat
3998,Eddie and the Cruisers
3999,El Norte
4000,Entre tinieblas
4001,Eyes of Fire
4002,The First Turn-On!!
4003,Get Crazy
4004,Gorky Park
4005,I guerrieri dell'anno 2072
4006,Halloween III: Season of the Witch
4007,House of the Long Shadows
4008,The House on Sorority Row
4009,The Hunger
4010,I Am the Cheese
4011,Independence Day
4012,Jaane Bhi Do Yaaro
4013,Jaws 3-D
4014,The Keep
4015,The King of Comedy
4016,Koyaanisqatsi
4017,Krull
4018,Local Hero
4019,Lone Wolf McQuade
4020,The Lonely Lady
4021,The Lords of Discipline
4022,Mahaan
4023,The Man Who Loved Women
4024,The Man with Two Brains
4025,Merry Christmas Mr. Lawrence
4026,Mickey's Christmas Carol
4027,Microwave Massacre
4028,The Meaning of Life
4029,Mr. Mom
4030,My Tutor
4031,National Lampoon's Vacation
4032,Never Say Never Again
4033,Nightbeast
4034,No habrá más penas ni olvido
4035,Nostalghia
4036,Octopussy
4037,One Dark Night
4038,"Oro, plata, mata"
4039,The Outsiders
4040,Papy fait de la résistance
4041,The Phantom of the Opera
4042,Phar Lap
4043,Porky's II: The Next Day
4044,Private School
4045,The Prodigal Planet
4046,Psycho II
4047,Star Wars: Episode VI - Return of the Jedi
4048,Revenge of the Ninja
4049,The Right Stuff
4050,Risky Business
4051,Rock & Rule
4052,Rumble Fish
4053,Sadma
4054,Sagara Sangamam
4055,Scarface
4056,The Scarlet and the Black
4057,Sleepaway Camp
4058,Special Bulletin
4059,Star 80
4060,Staying Alive
4061,Stryker
4062,Sudden Impact
4063,Tender Mercies
4064,Terms of Endearment
4065,Testament
4066,Timerider: The Adventure of Lyle Swann
4067,To All a Goodnight
4068,To Be or Not to Be
4069,Trading Places
4070,Twice Upon a Time
4071,Twilight Zone: The Movie
4072,Uncommon Valor
4073,Valley Girl
4074,Videodrome
4075,WarGames
4076,Suburbia
4077,Qi mou miao ji: Wu fu xing
4078,Xtro
4079,The Year of Living Dangerously
4080,Zeder
4081,Zelig
4082,The Jewel in the Crown
4083,Snorks
4084,Spitting Image
4085,V: The Final Battle
4086,2010
4087,The Adventures of Buckaroo Banzai Across the 8th Dimension
4088,Against All Odds
4089,Amadeus
4090,Angel
4091,Be Somebody... or Be Somebody's Fool!
4092,Beverly Hills Cop
4093,Birdy
4094,The Black Room
4095,Ator 2: L'invincibile Orion
4096,Blame It on Rio
4097,Blood Simple.
4098,Bloodbath at the House of Death
4099,Body Double
4100,Bolero
4101,The Bounty
4102,Broadway Danny Rose
4103,C.H.U.D.
4104,Camila
4105,Cannonball Run II
4106,Choose Me
4107,City Heat
4108,Cloak & Dagger
4109,The Cold Room
4110,The Company of Wolves
4111,Conan the Destroyer
4112,Deathstalker
4113,Dune
4114,E la nave va
4115,The Ewok Adventure
4116,Exterminator 2
4117,Fanny Hill
4118,Fatal Vision
4119,Firstborn
4120,Footloose
4121,Friday the 13th: The Final Chapter
4122,Ghostbusters
4123,Girls Nite Out
4124,Give My Regards to Broad Street
4125,Gojira
4126,"Grandview, U.S.A."
4127,Gremlins
4128,"Greystoke: The Legend of Tarzan, Lord of the Apes"
4129,The Hotel New Hampshire
4130,Hundra
4131,The Ice Pirates
4132,Indiana Jones and the Temple of Doom
4133,The Initiation
4134,Irreconcilable Differences
4135,Johnny Dangerously
4136,Euer Weg führt durch die Hölle
4137,The Karate Kid
4138,Kaze no tani no Naushika
4139,The Killing Fields
4140,The Last Horror Film
4141,The Last Starfighter
4142,De lift
4143,Maria's Lovers
4144,Meatballs Part II
4145,Moscow on the Hudson
4146,Murderock - Uccide a passo di danza
4147,The Naked Face
4148,The Natural
4149,Night Shadows
4150,Night of the Comet
4151,A Nightmare on Elm Street
4152,Nineteen Eighty-Four
4153,"Oh, God! You Devil"
4154,Once Upon a Time in America
4155,Ordeal by Innocence
4156,"Paris, Texas"
4157,A Passage to India
4158,Gwendoline
4159,Phenomena
4160,The Philadelphia Experiment
4161,Places in the Heart
4162,Police Academy
4163,Purple Rain
4164,Razorback
4165,Red Dawn
4166,Repo Man
4167,The Deadly Spawn
4168,Revenge of the Nerds
4169,Romancing the Stone
4170,Scream for Help
4171,Secret Honor
4172,Sheena
4173,"Silent Night, Deadly Night"
4174,Sixteen Candles
4175,Slapstick (Of Another Kind)
4176,A Soldier's Story
4177,Splash
4178,Splitz
4179,Star Trek III: The Search for Spock
4180,Starman
4181,Stop Making Sense
4182,Stranger Than Paradise
4183,Strangers in Paradise
4184,Streets of Fire
4185,Streetwise
4186,Surf II
4187,Tank
4188,Teachers
4189,The Terminator
4190,They're Playing with Fire
4191,Thief of Hearts
4192,This Is Spinal Tap
4193,Michael Jackson: Thriller
4194,Tightrope
4195,Top Secret!
4196,Les trottoirs de Bangkok
4197,Die unendliche Geschichte
4198,Urusei Yatsura 2: Byûtifuru dorîmâ
4199,Warrior of the Lost World
4200,Count Duckula
4201,The Equalizer
4202,MASK
4203,After Hours
4204,Alice in Wonderland
4205,American Ninja
4206,And the Children Shall Lead
4207,Astérix et la surprise de César
4208,Avenging Angel
4209,Back to the Future
4210,The Bad Seed
4211,Barbarian Queen
4212,Better Off Dead...
4213,The Big Snit
4214,Billy the Kid and the Green Baize Vampire
4215,The Black Cauldron
4216,Brazil
4217,The Breakfast Club
4218,Brewster's Millions
4219,Il camorrista
4220,The Care Bears Movie
4221,Cat's Eye
4222,Cavegirl
4223,A Chorus Line
4224,City Limits
4225,Code of Silence
4226,The Color Purple
4227,Commando
4228,Criminally Insane 2
4229,Crimewave
4230,Dance with a Stranger
4231,Day of the Dead
4232,Death Wish 3
4233,Dèmoni
4234,Desert Hearts
4235,The Doctor and the Devils
4236,Don't Open Till Christmas
4237,Dreamchild
4238,The Emerald Forest
4239,Enemy Mine
4240,Ewoks: The Battle for Endor
4241,Explorers
4242,F/X
4243,Fletch
4244,Friday the 13th: A New Beginning
4245,Fright Night
4246,Geraftaar
4247,Girls Just Want to Have Fun
4248,Guilty Conscience
4249,Gymkata
4250,Heaven Help Us
4251,The Hills Have Eyes Part II
4252,La historia oficial
4253,Hobgoblins
4254,The Holcroft Covenant
4255,Inferno in diretta
4256,Into the Night
4257,Invasion U.S.A.
4258,Jagged Edge
4259,The Jewel of the Nile
4260,John and Yoko: A Love Story
4261,Joshilaay
4262,The Journey of Natty Gann
4263,Just One of the Guys
4264,King Solomon's Mines
4265,Kiss of the Spider Woman
4266,Ladyhawke
4267,The Last Dragon
4268,Legend
4269,The Legend of Billie Jean
4270,Lifeforce
4271,Lost in America
4272,Mad Max Beyond Thunderdome
4273,The Man with One Red Shoe
4274,Mirch Masala
4275,Mishima: A Life in Four Chapters
4276,Missing in Action 2: The Beginning
4277,Mitt liv som hund
4278,Murphy's Romance
4279,The Nail Gun Massacre
4280,National Lampoon's European Vacation
4281,The New Kids
4282,A Nightmare on Elm Street Part 2: Freddy's Revenge
4283,"No Retreat, No Surrender"
4284,Otto - Der Film
4285,Out of Africa
4286,Out of Control
4287,Pale Rider
4288,The Peanut Butter Solution
4289,Pee-wee's Big Adventure
4290,Police Academy 2: Their First Assignment
4291,Porky's Revenge
4292,Pray for Death
4293,Prizzi's Honor
4294,The Protector
4295,The Purple Rose of Cairo
4296,Péril en la demeure
4297,The Quiet Earth
4298,Rainbow War
4299,Rambo: First Blood Part II
4300,Re-Animator
4301,Real Genius
4302,Red Sonja
4303,Remo Williams: The Adventure Begins
4304,The Return of the Living Dead
4305,Return to Oz
4306,Revolution
4307,Rocky IV
4308,Runaway Train
4309,Rustlers' Rhapsody
4310,Shoah
4311,Silverado
4312,Spies Like Us
4313,Spookies
4314,St. Elmo's Fire
4315,Stick
4316,The Stuff
4317,Subway
4318,Summer Rental
4319,Threads
4320,Titus Andronicus
4321,To Live and Die in L.A.
4322,Tomboy
4323,Trancers
4324,Tuff Turf
4325,Kyûketsuki hantâ D
4326,¡Vampiros en La Habana!
4327,A View to a Kill
4328,Volunteers
4329,War and Love
4330,Weird Science
4331,Wetherby
4332,When the Wind Blows
4333,Wild Geese II
4334,Witchboard
4335,Witness
4336,Young Sherlock Holmes
4337,A Zed & Two Noughts
4338,Crime Story
4339,The Adventures of the Galaxy Rangers
4340,L.A. Law
4341,Pee-wee's Playhouse
4342,Pound Puppies
4343,The Real Ghost Busters
4344,Crocodile Dundee
4345,37°2 le matin
4346,3:15
4347,52 Pick-Up
4348,8 Million Ways to Die
4349,Aliens
4350,An American Tail
4351,Angustia
4352,April Fool's Day
4353,Armed and Dangerous
4354,At Close Range
4355,Big Trouble in Little China
4356,Black Moon Rising
4357,Black Widow
4358,Blue Velvet
4359,The Boy Who Could Fly
4360,Caravaggio
4361,Care Bears Movie II: A New Generation
4362,Chameli Ki Shaadi
4363,Chopping Mall
4364,Class of Nuke 'Em High
4365,Clockwise
4366,Club Paradise
4367,Cobra
4368,Combat High
4369,Combat Shock
4370,Crawlspace
4371,Critters
4372,Il miele del diavolo
4373,Dead End Drive-In
4374,Deadly Friend
4375,The Delta Force
4376,Dèmoni 2... l'incubo ritorna
4377,The Dirt Bike Kid
4378,Dress Gray
4379,Eliminators
4380,Ernst Thälmann
4381,Extremities
4382,Ferris Bueller's Day Off
4383,Final Mission
4384,Flodder
4385,The Fly
4386,Jason Lives: Friday the 13th Part VI
4387,From Beyond
4388,Foo gwai lit che
4389,The Golden Child
4390,Good to Go
4391,The Great Mouse Detective
4392,Hannah and Her Sisters
4393,Heartbreak Ridge
4394,Hell High
4395,Highlander
4396,The Hitcher
4397,Hombre mirando al sudeste
4398,Hoosiers
4399,House
4400,Howard the Duck
4401,Idi i smotri
4402,Ijaazat
4403,Invaders from Mars
4404,Iron Eagle
4405,Jake Speed
4406,Janbaaz
4407,Jean de Florette
4408,Jumpin' Jack Flash
4409,The Karate Kid Part II
4410,Killer Party
4411,Killer Workout
4412,Kin-dza-dza!
4413,King Kong Lives
4414,Labyrinth
4415,Lady Jane
4416,Legal Eagles
4417,Little Shop of Horrors
4418,Long zai jiang hu
4419,Lucas
4420,Manhunter
4421,Manon des sources
4422,Matador
4423,Maximum Overdrive
4424,The Mission
4425,Mona Lisa
4426,The Money Pit
4427,The Morning After
4428,Mouna Ragam
4429,Murphy's Law
4430,My Beautiful Laundrette
4431,Naked Vengeance
4432,Der Name der Rose
4433,Native Son
4434,Night of the Creeps
4435,Nine 1/2 Weeks
4436,Nobody's Fool
4437,Nomads
4438,Nothing in Common
4439,Offret
4440,One Crazy Summer
4441,Otello
4442,Outrage!
4443,The Parent Trap II
4444,Peggy Sue Got Married
4445,Platoon
4446,Playing for Keeps
4447,Police Academy 3: Back in Training
4448,Poltergeist II: The Other Side
4449,Pretty in Pink
4450,Promise
4451,Psycho III
4452,Radioactive Dreams
4453,Rawhead Rex
4454,Reform School Girls
4455,"Rita, Sue and Bob Too"
4456,Robotech: The Movie
4457,Running Scared
4458,Ruthless People
4459,Samson og Sally
4460,Short Circuit
4461,Sid and Nancy
4462,Slaughter High
4463,Solarbabies
4464,Le solitaire
4465,Something Wild
4466,Sorority House Massacre
4467,Soul Man
4468,Stand by Me
4469,Star Trek IV: The Voyage Home
4470,Sultanat
4471,The Supernaturals
4472,Tampopo
4473,Tenkû no shiro Rapyuta
4474,Terror at Tenkiller
4475,TerrorVision
4476,The Texas Chainsaw Massacre 2
4477,¡Three Amigos!
4478,Top Gun
4479,The Transformers: The Movie
4480,Troll
4481,Under the Cherry Moon
4482,Vamp
4483,The Vindicator
4484,Where Are the Children?
4485,Where the River Runs Black
4486,The Whistle Blower
4487,Wisdom
4488,The Wraith
4489,Ying hung boon sik
4490,Zombie Nightmare
4491,'Crocodile' Dundee II
4492,*batteries not included
4493,Abhimanyu
4494,Adventures in Babysitting
4495,Aenigma
4496,Alien Predator
4497,Allan Quatermain and the Lost City of Gold
4498,Amazon Women on the Moon
4499,American Ninja 2: The Confrontation
4500,Miami Connection
4501,Angel Heart
4502,Anne of Green Gables: The Sequel
4503,Appointment with Fear
4504,Deliria
4505,Aria
4506,Assassination
4507,Au revoir les enfants
4508,Babettes gæstebud
4509,Back to the Beach
4510,Bad Taste
4511,Barfly
4512,El ataque de los pájaros
4513,The Belly of an Architect
4514,Best Seller
4515,Beverly Hills Cop II
4516,The Big Easy
4517,Big Shots
4518,Bloodsport
4519,Born in East L.A.
4520,The Brave Little Toaster
4521,Broadcast News
4522,Burglar
4523,Can't Buy Me Love
4524,The Care Bears Adventure in Wonderland
4525,Cheerleader Camp
4526,Cherry 2000
4527,Creepshow 2
4528,Dead of Winter
4529,Deadly Prey
4530,Death Wish 4: The Crackdown
4531,Desyat negrityat
4532,Dirty Dancing
4533,Dolls
4534,Eat the Rich
4535,Eddie Murphy: Raw
4536,Empire of the Sun
4537,Enemy Territory
4538,Escape from Sobibor
4539,Evil Dead II
4540,Fatal Attraction
4541,Fatal Beauty
4542,Five Corners
4543,The Fourth Protocol
4544,From the Hip
4545,Full Metal Jacket
4546,G.I. Joe: The Movie
4547,The Garbage Pail Kids Movie
4548,Gardens of Stone
4549,The Gate
4550,Ghost Fever
4551,"Good Morning, Vietnam"
4552,Grizzly II: The Concert
4553,Hamburger Hill
4554,Harry and the Hendersons
4555,Hell Comes to Frogtown
4556,Hello Again
4557,Hello Mary Lou: Prom Night II
4558,Hellraiser
4559,The Hidden
4560,Der Himmel über Berlin
4561,"Hol volt, hol nem volt"
4562,Hollywood Shuffle
4563,House II: The Second Story
4564,House of Games
4565,Howling III
4566,Huang jia shi jie
4567,Innerspace
4568,Intervista
4569,Ishtar
4570,It Couldn't Happen Here
4571,It's Alive III: Island of the Alive
4572,Jaws: The Revenge
4573,La Bamba
4574,The Last Emperor
4575,Leif
4576,Leonard Part 6
4577,Less Than Zero
4578,Lethal Weapon
4579,The Lighthorsemen
4580,The Living Daylights
4581,The Lost Boys
4582,Maid to Order
4583,Malone
4584,"The Man Who Broke 1,000 Chains"
4585,Man on Fire
4586,Mannequin
4587,Marusa no onna
4588,Masters of the Universe
4589,Matewan
4590,The Monster Squad
4591,Moonstruck
4592,Mr. India
4593,Nayakan
4594,Near Dark
4595,Nekromantik
4596,Night of the Demons
4597,A Nightmare on Elm Street 3: Dream Warriors
4598,No Man's Land
4599,Nuts
4600,Opera
4601,Over the Top
4602,Overboard
4603,Pelle erobreren
4604,The Pink Chiquitas
4605,"Planes, Trains & Automobiles"
4606,Police Academy 4: Citizens on Patrol
4607,A Prayer for the Dying
4608,Predator
4609,Prince of Darkness
4610,The Princess Bride
4611,The Principal
4612,Radio Days
4613,Raising Arizona
4614,Real Men
4615,Return to Horror High
4616,Revenge of the Nerds II: Nerds in Paradise
4617,RoboCop
4618,Roxanne
4619,The Running Man
4620,The Secret of My Succe$s
4621,September
4622,"Silent Night, Deadly Night 2"
4623,"Sister, Sister"
4624,Slam Dance
4625,Slaughterhouse
4626,Some Kind of Wonderful
4627,Someone to Watch Over Me
4628,Spaceballs
4629,The Spirit
4630,Stand and Deliver
4631,Steel Dawn
4632,The Stepfather
4633,Stewardess School
4634,Straight to Hell
4635,Street Trash
4636,Strike Commando
4637,Summer School
4638,Superman IV: The Quest for Peace
4639,Superstar: The Karen Carpenter Story
4640,Suspect
4641,Teen Wolf Too
4642,3 Men and a Baby
4643,Three O'Clock High
4644,Throw Momma from the Train
4645,Timestalkers
4646,Tin Men
4647,Tough Guys Don't Dance
4648,The Untouchables
4649,Wall Street
4650,The Whales of August
4651,White Mischief
4652,White of the Eye
4653,Who's That Girl
4654,The Wind
4655,The Witches of Eastwick
4656,Withnail & I
4657,The Wonderful Wizard of Oz
4658,The Year My Voice Broke
4659,Yeelen
4660,Ying hung boon sik II
4661,War of the Worlds
4662,14 Going on 30
4663,976-EVIL
4664,The Accidental Tourist
4665,The Accused
4666,Action Jackson
4667,Agni Natchathiram
4668,Akira
4669,Alien Nation
4670,Amsterdamned
4671,Apartment Zero
4672,Appurushîdo
4673,April Morning
4674,Assa
4675,Bad Dreams
4676,Beaches
4677,The Beast of War
4678,Beetlejuice
4679,Beverly Hills Vamp
4680,Big
4681,Bird
4682,Blackadder's Christmas Carol
4683,The Blood of Heroes
4684,Braddock: Missing in Action III
4685,"Bright Lights, Big City"
4686,Bull Durham
4687,Cannibal Women in the Avocado Jungle of Death
4688,Casablanca Express
4689,The Cat Came Back
4690,The Chocolate War
4691,Clownhouse
4692,Cobra Verde
4693,Colors
4694,Coming to America
4695,Crime Zone
4696,Evil Angels
4697,D.O.A.
4698,Dangerous Liaisons
4699,The Dawning
4700,Dayavan
4701,The Dead Pool
4702,Dead Ringers
4703,The Decline of Western Civilization Part II: The Metal Years
4704,Makaitoshi Shinjuku
4705,Demonia
4706,Dr. Alien
4707,Everybody's All-American
4708,Mamba
4709,Il fantasma di Sodoma
4710,A Fish Called Wanda
4711,For Keeps?
4712,Frantic
4713,Fresh Horses
4714,Friday the 13th Part VII: The New Blood
4715,Funny Farm
4716,The Good Mother
4717,Gor
4718,Le grand bleu
4719,Halloween 4: The Return of Michael Myers
4720,Hellbound: Hellraiser II
4721,Hero and the Terror
4722,Hidden City
4723,Hide and Go Shriek
4724,Hotaru no haka
4725,The Incredible Hulk Returns
4726,Intruder
4727,Killer Klowns from Outer Space
4728,Kingsajz
4729,Lady in White
4730,The Last Temptation of Christ
4731,Gandahar
4732,Little Dorrit
4733,Lucky Stiff
4734,Mac and Me
4735,Malenkaya Vera
4736,Maniac Cop
4737,Matinee
4738,Meet the Hollowheads
4739,Messenger of Death
4740,Midnight Run
4741,Mississippi Burning
4742,Monkey Shines
4743,Moonwalker
4744,Mujeres al borde de un ataque de nervios
4745,My Stepmother Is an Alien
4746,The Naked Gun: From the Files of Police Squad!
4747,Nightmare Beach
4748,A Nightmare on Elm Street 4: The Dream Master
4749,Nuovo Cinema Paradiso
4750,Pass the Ammo
4751,Phantasm II
4752,Pin
4753,Plain Clothes
4754,Platoon Leader
4755,Police Academy 5: Assignment: Miami Beach
4756,Poltergeist III
4757,The Presidio
4758,Psycho Cop
4759,Pumpkinhead
4760,Qayamat Se Qayamat Tak
4761,Quando Alice ruppe lo specchio
4762,Rain Man
4763,Rambo III
4764,Red Heat
4765,Return of the Living Dead: Part II
4766,The Man from Snowy River II
4767,Robowar - Robot da guerra
4768,Salaam Bombay!
4769,Satisfaction
4770,Scrooged
4771,The Serpent and the Rainbow
4772,The Seventh Sign
4773,Shoot to Kill
4774,Sleepaway Camp II: Unhappy Campers
4775,Sleepaway Camp III: Teenage Wasteland
4776,Sorority Babes in the Slimeball Bowl-O-Rama
4777,Space Mutiny
4778,A Summer Story
4779,Tales from the Gimli Hospital
4780,Tears in the Rain
4781,Tequila Sunrise
4782,The Terror Within
4783,Tetsuo
4784,Tezaab
4785,They Live
4786,Tonari no Totoro
4787,Torch Song Trilogy
4788,Troma's War
4789,Twins
4790,The Unbearable Lightness of Being
4791,The Unnamable
4792,Urusei Yatsura 5: Kanketsuhen
4793,Vibes
4794,Vice Versa
4795,Voyage of the Rock Aliens
4796,Waxwork
4797,Who Framed Roger Rabbit
4798,Willow
4799,Working Girl
4800,Yateem
4801,Young Einstein
4802,Young Guns
4803,Zombi 3
4804,Alien Nation
4805,Beetlejuice
4806,Lonesome Dove
4807,The 'Burbs
4808,The Abyss
4809,The Adventures of Baron Munchausen
4810,All Dogs Go to Heaven
4811,Amityville: The Evil Escapes
4812,Apoorva Sagodharargal
4813,The BFG
4814,Babar: The Movie
4815,Back to the Future Part II
4816,Catchfire
4817,Balance
4818,Batman
4819,Big Man on Campus
4820,Bill & Ted's Excellent Adventure
4821,Black Rain
4822,Bloodfist
4823,Born on the Fourth of July
4824,Caged Fury
4825,Cameron's Closet
4826,La casa nel tempo
4827,Casualties of War
4828,Chances Are
4829,Koneko monogatari
4830,Cohen and Tate
4831,Coming Out
4832,Communion
4833,A Connecticut Yankee in King Arthur's Court
4834,"The Cook, the Thief, His Wife & Her Lover"
